69137;;276,25;;;;;;;276;278,75;11040;5;15456;7;BASE;24.10.2019;BASE_Q-3-20;Q;20;3.0;;;2019-10-24/BASE_Q-3-20
69138;;254;;;;;;;252;256;8836;4;11045;5;BASE;24.10.2019;BASE_Q-4-20;Q;20;4.0;;;2019-10-24/BASE_Q-4-20
69139;;;;;;;;;;;;;;;BASE;24.10.2019;BASE_Q-1-21;Q;21;1.0;;;2019-10-24/BASE_Q-1-21
69140;;;;;;;;;;;;;;;BASE;24.10.2019;BASE_Q-2-21;Q;21;2.0;;;2019-10-24/BASE_Q-2-21
69141;263,25;264,95;263;265;597312;68;157714963,2;52;264,5;263;69156432;7873;115158240;13110;BASE;24.10.2019;BASE_Y-20;Y;20;;;;2019-10-24/BASE_Y-20
69142;266,95;267,9;266,95;268,5;105120;12;28158582;8;268,5;266,5;9977640;1139;13052400;1490;BASE;24.10.2019;BASE_Y-21;Y;21;;;;2019-10-24/BASE_Y-21
69143;265;265,25;265;265,5;17520;2;4647180;2;265;265;1445400;165;1550520;177;BASE;24.10.2019;BASE_Y-22;Y;22;;;;2019-10-24/BASE_Y-22
69144;256;260,5;256;265;300;5;78420;2;265;256;300;5;300;5;PEAK5;24.10.2019;PEAK5_W-44-19;W;19;;;44.0;2019-10-24/PEAK5_W-44-19
69145;;;;;;;;;;277;;;;;PEAK5;24.10.2019;PEAK5_W-45-19;W;19;;;45.0;2019-10-24/PEAK5_W-45-19
69146;;;;;;;;;;;;;;;PEAK5;24.10.2019;PEAK5_W-46-19;W;19;;;46.0;2019-10-24/PEAK5_W-46-19
69147;;;;;;;;;;;;;;;PEAK5;24.10.2019;PEAK5_W-47-19;W;19;;;47.0;2019-10-24/PEAK5_W-47-19
69148;;;;;;;;;;;;;;;PEAK5;24.10.2019;PEAK5_W-48-19;W;19;;;48.0;2019-10-24/PEAK5_W-48-19
69149;;;;;;;;;;;;;;;PEAK5;24.10.2019;PEAK5_W-49-19;W;19;;;49.0;2019-10-24/PEAK5_W-49-19
69150;267;267,6;267;269;8835;31;2367096;18;269;267;39045;137;51300;180;PEAK5;24.10.2019;PEAK5_M-11-19;M;19;;11.0;;2019-10-24/PEAK5_M-11-19
69151;260;260,5;260;261;3000;10;781800;7;261,5;260;20100;67;27000;90;PEAK5;24.10.2019;PEAK5_M-12-19;M;19;;12.0;;2019-10-24/PEAK5_M-12-19
69152;;297,5;;;;;;;290;305;1890;6;1890;6;PEAK5;24.10.2019;PEAK5_M-01-20;M;20;;1.0;;2019-10-24/PEAK5_M-01-20
69153;;;;;;;;;;;;;;;PEAK5;24.10.2019;PEAK5_M-02-20;M;20;;2.0;;2019-10-24/PEAK5_M-02-20
69154;;;;;;;;;;;;;;;PEAK5;24.10.2019;PEAK5_M-03-20;M;20;;3.0;;2019-10-24/PEAK5_M-03-20
69155;;;;;;;;;;;;;;;PEAK5;24.10.2019;PEAK5_M-04-20;M;20;;4.0;;2019-10-24/PEAK5_M-04-20
